Dominant_topic,Perc_Contrib,Topic_Keywords,Data_Lemmatized,Content,Aspect,Sentiment,Score
2,0.521,"gopay, crash, keep, top, update, work, still, account, close, fix","['fix', 'top', 'method', 'especially', 'want', 'ask', 'top', 'friend', 'family', 'contact', 'honestly', 'past', 'year', 'work', 'fine', 'past', 'month', 'keep', 'ask', 'update', 'app', 'ask', 'top', 'friend', 'family', 'even', 'update', 'app']",fix top method especially want ask top friend family contact honestly past year work fine past month keep ask update app ask top friend family even update app,Payment,Negative,0.9906904697418213
1,0.628,"driver, get, order, bad, time, customer, always, cancel, star, find","['hit', 'totally', 'user', 'friendly', 'try', 'place', 'book', 'also', 'promo', 'voucher', 'never', 'appear', 'activation', 'lastly', 'driver', 'simply', 'accept', 'booking', 'never', 'show', 'park', 'away', 'minute', 'possibly', 'fare', 'little', 'km', 'delete', 'app', 'go', 'instead']",hit totally user friendly try place book also promo voucher never appear activation lastly driver simply accept booking never show park away minute possibly fare little km delete app go instead,Service,Negative,0.9984351992607117
0,0.551,"good, app, service, great, gojek, use, easy, well, help, helpful","['lifeservice', 'app', 'complete', 'compact', 'similar', 'app', 'recent', 'user', 'interface', 'bring', 'back', 'old', 'ui', 'simple', 'easy', 'operate']",lifeservice app complete compact similar app recent user interface bring back old ui simple easy operate,User Experience,Negative,0.9923959970474243
1,0.507,"driver, get, order, bad, time, customer, always, cancel, star, find","['food', 'delivery', 'however', 'recent', 'update', 'allow', 'cancel', 'food', 'order', 'confirm', 'resto', 'feature', 'downright', 'outrageous', 'sometimes', 'make', 'mistake', 'payment', 'method', 'delivery', 'address', 'bad', 'driver', 'contactable', 'reorder', 'level', 'robbery', 'bring', 'back', 'cancel', 'feature']",food delivery however recent update allow cancel food order confirm resto feature downright outrageous sometimes make mistake payment method delivery address bad driver contactable reorder level robbery bring back cancel feature,Service,Negative,0.996737539768219
1,0.565,"driver, get, order, bad, time, customer, always, cancel, star, find","['instal', 'application', 'year', 'use', 'tope', 'disappoint', 'never', 'get', 'car', 'separator', 'show', 'lack', 'commitment', 'health', 'safety', 'reason', 'instal', 'last', 'year', 'reason', 'uninstall', 'untill', 'show', 'real', 'commitment', 'seriously', 'get', 'extra', 'gocar', 'separator']",instal application year use tope disappoint never get car separator show lack commitment health safety reason instal last year reason uninstall untill show real commitment seriously get extra gocar separator,Service,Negative,0.9947150349617004
1,0.66,"driver, get, order, bad, time, customer, always, cancel, star, find","['update', 'apr', 'gofood', 'search', 'option', 'completely', 'nerfe', 'able', 'search', 'individual', 'menu', 'different', 'resto', 'type', 'capcay', 'search', 'bar', 'display', 'different', 'capcay', 'different', 'resto', 'take', 'away', 'whole', 'point', 'search', 'food', 'perhaps', 'likely', 'due', 'shop', 'close', 'update', 'star']",update apr gofood search option completely nerfe able search individual menu different resto type capcay search bar display different capcay different resto take away whole point search food perhaps likely due shop close update star,Service,Negative,0.9902970194816589
0,0.769,"good, app, service, great, gojek, use, easy, well, help, helpful","['overall', 'service', 'good', 'however', 'discount', 'voucher', 'reduce', 'discount', 'amount', 'also', 'little', 'gojek', 'generous', 'price', 'increase', 'substantially', 'past', 'year']",overall service good however discount voucher reduce discount amount also little gojek generous price increase substantially past year,User Experience,Positive,0.9480782747268677
1,0.732,"driver, get, order, bad, time, customer, always, cancel, star, find","['find', 'feature', 'send', 'complaint', 'feedback', 'gojek', 'service', 'find', 'find', 'fresh', 'market', 'ride', 'check', 'tariff', 'pick', 'point', 'place', 'check', 'tariff', 'place', 'far', 'pick', 'point', 'destination', 'point']",find feature send complaint feedback gojek service find find fresh market ride check tariff pick point place check tariff place far pick point destination point,Service,Negative,0.9805967211723328
1,0.477,"driver, get, order, bad, time, customer, always, cancel, star, find","['first', 'thing', 'never', 'see', 'online', 'transportation', 'service', 'allow', 'user', 'download', 'order', 'history', 'really', 'help', 'monitor', 'daily', 'usage', 'second', 'thing', 'restos', 'gofood', 'really', 'fast', 'talkable', 'confirm', 'customer', 'first', 'put', 'order', 'great', 'point', 'make', 'sure', 'customer', 'resto', 'fair', 'service']",first thing never see online transportation service allow user download order history really help monitor daily usage second thing restos gofood really fast talkable confirm customer first put order great point make sure customer resto fair service,Service,Positive,0.8770716786384583
0,0.488,"good, app, service, great, gojek, use, easy, well, help, helpful","['application', 'good', 'love', 'change', 'new', 'option', 'feature', 'price', 'change', 'car', 'bike', 'thing', 'change', 'limit', 'much', 'top', 'month', 'put', 'huge', 'amount', 'use', 'try', 'top', 'say', 'reach', 'limit', 'topup', 'great', 'app', 'thing', 'change', 'limit', 'topup']",application good love change new option feature price change car bike thing change limit much top month put huge amount use try top say reach limit topup great app thing change limit topup,User Experience,Positive,0.8701617121696472
2,0.483,"gopay, crash, keep, top, update, work, still, account, close, fix","['want', 'make', 'payment', 'use', 'gopay', 'keep', 'say', 'app', 'connected', 'internet', 'seem', 'offline', 'hand', 'phone', 'fully', 'connect', 'internet', 'already', 'use', 'late', 'version', 'gojek', 'happen', 'lot', 'almost', 'time', 'everytime', 'want', 'make', 'payment', 'use', 'barcode', 'fix']",want make payment use gopay keep say app connected internet seem offline hand phone fully connect internet already use late version gojek happen lot almost time everytime want make payment use barcode fix,Payment,Negative,0.9933127760887146
2,0.502,"gopay, crash, keep, top, update, work, still, account, close, fix","['got', 'old', 'indonesian', 'phone', 'number', 'issue', 'app', 'let', 'account', 'gojek', 'email', 'support', 'person', 'use', 'prepay', 'money', 'phone', 'year', 'know', 'order', 'pick', 'up', 'bali', 'eventually', 'stop', 'crash', 'lock', 'try', 'change', 'number', 'australian', 'get', 'back', 'account', 'terrible', 'experience']",got old indonesian phone number issue app let account gojek email support person use prepay money phone year know order pick up bali eventually stop crash lock try change number australian get back account terrible experience,Payment,Negative,0.9979708790779114
1,0.573,"driver, get, order, bad, time, customer, always, cancel, star, find","['userfriendly', 'app', 'service', 'protect', 'well', 'discontinued', 'order', 'week', 'ago', 'get', 'mind', 'taxis', 'air', 'purifier', 'consider', 'order', 'protect', 'promise', 'well', 'term', 'health', 'protocol', 'air', 'driver', 'wear', 'mask', 'extra', 'charge', 'protect', 'extra', 'protection']",userfriendly app service protect well discontinued order week ago get mind taxis air purifier consider order protect promise well term health protocol air driver wear mask extra charge protect extra protection,Service,Negative,0.9944049119949341
0,0.574,"good, app, service, great, gojek, use, easy, well, help, helpful","['way', 'travel', 'bali', 'safe', 'set', 'price', 'good', 'driver', 'clean', 'car', 'highly', 'recommend']",way travel bali safe set price good driver clean car highly recommend,User Experience,Positive,0.9985190033912659
0,0.573,"good, app, service, great, gojek, use, easy, well, help, helpful","['people', 'application', 'user', 'come', 'gojek', 'cheap', 'anymore', 'even', 'many', 'voucher', 'discount', 'start', 'high', 'price', 'include', 'discount', 'even', 'receive', 'normal', 'high', 'demand', 'price', 'compare', 'price', 'range', 'much', 'even', 'bad', 'experience', 'money', 'issue', 'deduct', 'go', 'hr', 'get', 'help', 'help', 'return', 'redownload', 'back', 'think', 'cheap', 'compare', 'application']",people application user come gojek cheap anymore even many voucher discount start high price include discount even receive normal high demand price compare price range much even bad experience money issue deduct go hr get help help return redownload back think cheap compare application,User Experience,Negative,0.9981689453125
1,0.565,"driver, get, order, bad, time, customer, always, cancel, star, find","['review', 'delete', 'mind', 'give', 'gofood', 'platform', 'fee', 'actually', 'make', 'app', 'well', 'actually', 'happen', 'app', 'get', 'bad', 'chat', 'give', 'notification', 'map', 'show', 'driver', 'position', 'accurately', 'show', 'driver', 'still', 'restaurant', 'suddenly', 'front', 'house', 'much', 'improve', 'technology']",review delete mind give gofood platform fee actually make app well actually happen app get bad chat give notification map show driver position accurately show driver still restaurant suddenly front house much improve technology,Service,Positive,0.827021598815918
2,0.474,"gopay, crash, keep, top, update, work, still, account, close, fix","['upgrade', 'goplus', 'camera', 'always', 'freeze', 'take', 'picture', 'ektp', 'press', 'back', 'return', 'menu', 'tell', 'customer', 'support', 'problem', 'stupidly', 'reply', 'template', 'message', 'single', 'time', 'giant', 'company', 'support', 'service', 'super', 'terrible']",upgrade goplus camera always freeze take picture ektp press back return menu tell customer support problem stupidly reply template message single time giant company support service super terrible,Payment,Negative,0.9996119141578674
1,0.412,"driver, get, order, bad, time, customer, always, cancel, star, find","['never', 'actually', 'care', 'rate', 'today', 'finally', 'give', 'reason', 'first', 'still', 'confuse', 'buggy', 'mess', 'ui', 'designer', 'fire', 'second', 'app', 'extreme', 'laggy', 'old', 'phone', 'use', 'android', 'emulator', 'quite', 'sometime', 'finally', 'kill', 'emulator', 'thank', 'terrible', 'experience', 'incompetent', 'devs', 'great', 'job', 'welp', 'least', 'guy', 'consistent']",never actually care rate today finally give reason first still confuse buggy mess ui designer fire second app extreme laggy old phone use android emulator quite sometime finally kill emulator thank terrible experience incompetent devs great job welp least guy consistent,Service,Negative,0.9992584586143494
1,0.759,"driver, get, order, bad, time, customer, always, cancel, star, find","['bad', 'experience', 'ever', 'book', 'trip', 'save', 'eventually', 'address', 'go', 'place', 'time', 'realise', 'late', 'change', 'original', 'address', 'driver', 'already', 'booking', 'glitch', 'bring', 'matter', 'never', 'take', 'seriously', 'disappointed', 'service']",bad experience ever book trip save eventually address go place time realise late change original address driver already booking glitch bring matter never take seriously disappointed service,Service,Negative,0.9969340562820435
1,0.602,"driver, get, order, bad, time, customer, always, cancel, star, find","['exorbitant', 'price', 'lately', 'lack', 'cancellation', 'function', 'driver', 'select', 'pick', 'even', 'still', 'pick', 'location', 'select', 'wrong', 'destination', 'booking', 'find', 'soon', 'driver', 'arrive', 'however', 'allow', 'cancellation', 'even', 'car', 'leave', 'yet', 'help', 'support', 'function', 'available', 'check', 'price', 'edit', 'destination', 'price', 'double', 'app', 'horrible', 'app', 'plan', 'use', 'anymore']",exorbitant price lately lack cancellation function driver select pick even still pick location select wrong destination booking find soon driver arrive however allow cancellation even car leave yet help support function available check price edit destination price double app horrible app plan use anymore,Service,Negative,0.9944573640823364
2,0.396,"gopay, crash, keep, top, update, work, still, account, close, fix","['overall', 'bad', 'app', 'many', 'bug', 'currently', 'change', 'gopay', 'pin', 'change', 'use', 'throw', 'back', 'pin', 'screen', 'incorrect', 'message', 'buggy', 'lot', 'kind', 'driver', 'company', 'really', 'bad', 'bug', 'security', 'check']",overall bad app many bug currently change gopay pin change use throw back pin screen incorrect message buggy lot kind driver company really bad bug security check,Payment,Negative,0.9995985627174377
1,0.631,"driver, get, order, bad, time, customer, always, cancel, star, find","['good', 'even', 'install', 'phone', 'problem', 'book', 'book', 'phone', 'driver', 'driver', 'pay', 'drop', 'destination', 'driver', 'allow', 'edit', 'destination', 'get', 'taxi', 'random', 'location', 'destination', 'driver', 'destination']",good even install phone problem book book phone driver driver pay drop destination driver allow edit destination get taxi random location destination driver destination,Service,Negative,0.9781815409660339
2,0.374,"gopay, crash, keep, top, update, work, still, account, close, fix","['use', 'year', 'delivery', 'transportation', 'great', 'need', 'upgrade', 'gopay', 'verification', 'extremely', 'difficult', 'always', 'show', 'message', 'unable', 'verify', 'ektp', 'even', 'see', 'also', 'follow', 'guide', 'also', 'weird', 'somehow', 'focus', 'camera', 'always', 'blurry', 'keep', 'get', 'reject', 'change', 'ill', 'use', 'grab', 'backup']",use year delivery transportation great need upgrade gopay verification extremely difficult always show message unable verify ektp even see also follow guide also weird somehow focus camera always blurry keep get reject change ill use grab backup,Payment,Negative,0.9977771639823914
0,0.663,"good, app, service, great, gojek, use, easy, well, help, helpful","['able', 'get', 'eat', 'make', 'life', 'much', 'easy']",able get eat make life much easy,User Experience,Positive,0.9980300068855286
0,0.466,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'expensive', 'rate', 'get', 'confuse', 'gojek', 'implement', 'tier', 'level', 'benefit', 'reach', 'gofood', 'use', 'give', 'discount', 'delivery', 'give', 'discount', 'select', 'merchant', 'point', 'level', 'tier', 'sultan', 'go', 'charge', 'delivery', 'fee', 'greedy', 'company', 'rather', 'move', 'grab', 'consistent', 'promotion']",use expensive rate get confuse gojek implement tier level benefit reach gofood use give discount delivery give discount select merchant point level tier sultan go charge delivery fee greedy company rather move grab consistent promotion,User Experience,Negative,0.9966680407524109
1,0.47,"driver, get, order, bad, time, customer, always, cancel, star, find","['key', 'block', 'pick', 'point', 'option', 'club', 'take', 'several', 'minute', 'walk', 'driver', 'pick', 'phone', 'answer', 'update', 'face', 'problem', 'type', 'gps', 'problem', 'help', 'menu', 'come', 'fill']",key block pick point option club take several minute walk driver pick phone answer update face problem type gps problem help menu come fill,Service,Negative,0.9933971166610718
1,0.592,"driver, get, order, bad, time, customer, always, cancel, star, find","['bad', 'driver', 'issue', 'always', 'cancel', 'order', 'time', 'wait', 'long', 'hard', 'contact', 'customer', 'service', 'say', 'contact', 'assistance', 'late', 'work', 'many', 'time', 'lousy', 'gojek', 'app', 'create', 'stupid', 'app', 'harm', 'people', 'incapable', 'creator', 'management', 'print', 'screen', 'incident', 'go', 'delete', 'app', 'try', 'give', 'chance', 'still', 'lousy', 'app', 'driver', 'always', 'cancel']",bad driver issue always cancel order time wait long hard contact customer service say contact assistance late work many time lousy gojek app create stupid app harm people incapable creator management print screen incident go delete app try give chance still lousy app driver always cancel,Service,Negative,0.9996174573898315
1,0.772,"driver, get, order, bad, time, customer, always, cancel, star, find","['beware', 'bad', 'customer', 'service', 'ever', 'cheat', 'money', 'wait', 'minute', 'driver', 'ask', 'cancel', 'booking', 'point', 'minute', 'away', 'middle', 'complete', 'trip', 'cancel', 'booking', 'request', 'guess', 'charge', 'cancellation', 'fee', 'email', 'relate', 'refuse', 'refund', 'reverse', 'charge', 'even', 'acknowledge', 'driver', 'fault']",beware bad customer service ever cheat money wait minute driver ask cancel booking point minute away middle complete trip cancel booking request guess charge cancellation fee email relate refuse refund reverse charge even acknowledge driver fault,Service,Negative,0.9968875050544739
0,0.48,"good, app, service, great, gojek, use, easy, well, help, helpful","['update', 'crash', 'lot', 'week', 'ago', 'apparently', 'many', 'people', 'experience']",update crash lot week ago apparently many people experience,User Experience,Negative,0.9867123365402222
1,0.504,"driver, get, order, bad, time, customer, always, cancel, star, find","['say', 'big', 'issue', 'app', 'always', 'inaccurate', 'location', 'often', 'occur', 'inconvenient', 'set', 'specific', 'location', 'home', 'everytime', 'try', 'set', 'always', 'pin', 'neighbor', 'home', 'street', 'set', 'map', 'also', 'much', 'help', 'also', 'colleague', 'try', 'order', 'food', 'office', 'time', 'friend', 'office', 'pickup', 'order', 'fix', 'soon']",say big issue app always inaccurate location often occur inconvenient set specific location home everytime try set always pin neighbor home street set map also much help also colleague try order food office time friend office pickup order fix soon,Service,Negative,0.9896659851074219
1,0.814,"driver, get, order, bad, time, customer, always, cancel, star, find","['driver', 'especially', 'gocar', 'tend', 'lazy', 'pick', 'location', 'right', 'away', 'inform', 'willing', 'pick', 'want', 'cancel', 'stay', 'still', 'current', 'location', 'alternative', 'app', 'similar', 'never', 'bother', 'cancel', 'issue', 'happen', 'terminate', 'kind', 'driver', 'ruin', 'business']",driver especially gocar tend lazy pick location right away inform willing pick want cancel stay still current location alternative app similar never bother cancel issue happen terminate kind driver ruin business,Service,Negative,0.9990160465240479
0,0.424,"good, app, service, great, gojek, use, easy, well, help, helpful","['save', 'address', 'top', 'money', 'provide', 'payment', 'bank', 'list', 'send', 'food', 'buy', 'thing', 'relative', 'really', 'country', 'need', 'improve', 'payment', 'optional', 'suppose', 'easy', 'online', 'payment', 'provide', 'payment', 'master', 'card', 'atleast']",save address top money provide payment bank list send food buy thing relative really country need improve payment optional suppose easy online payment provide payment master card atleast,User Experience,Negative,0.9938716888427734
2,0.615,"gopay, crash, keep, top, update, work, still, account, close, fix","['late', 'version', 'random', 'freezing', 'issue', 'everytime', 'use', 'fix']",late version random freezing issue everytime use fix,Payment,Negative,0.9983886480331421
1,0.39,"driver, get, order, bad, time, customer, always, cancel, star, find","['update', 'open', 'anymore', 'want', 'book', 'ride', 'even', 'open']",update open anymore want book ride even open,Service,Negative,0.9513542652130127
0,0.523,"good, app, service, great, gojek, use, easy, well, help, helpful","['socompare', 'year', 'ago', 'currently', 'route', 'choose', 'app', 'long', 'far', 'routeso', 'budget', 'twice', 'compare', 'gofood', 'also', 'price', 'offline', 'less', 'online', 'think', 'seller', 'pay', 'app', 'service', 'increase', 'price', 'use', 'gofood', 'benefit', 'customer', 'instant', 'order', 'really', 'fast', 'need', 'emergency', 'maybe']",socompare year ago currently route choose app long far routeso budget twice compare gofood also price offline less online think seller pay app service increase price use gofood benefit customer instant order really fast need emergency maybe,User Experience,Negative,0.9883509874343872
2,0.477,"gopay, crash, keep, top, update, work, still, account, close, fix","['new', 'uiux', 'counter', 'intuitive', 'hard', 'navigate', 'limited', 'clarity', 'get', 'certain', 'function', 'eg', 'support', 'order', 'history', 'initially', 'think', 'matter', 'learn', 'curve', 'new', 'design', 'week', 'still', 'personally', 'find', 'hard', 'navigate']",new uiux counter intuitive hard navigate limited clarity get certain function eg support order history initially think matter learn curve new design week still personally find hard navigate,Payment,Negative,0.9894969463348389
0,0.362,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'gofood', 'past', 'month', 'overall', 'pretty', 'good', 'occasional', 'lag', 'driver', 'map', 'actually', 'main', 'flaw', 'order', 'page', 'specifically', 'random', 'pop', 'remind', 'check', 'order', 'confirm', 'problem', 'pop', 'pop', 'instead', 'make', 'random', 'well', 'make', 'pop', 'voucher', 'apply']",use gofood past month overall pretty good occasional lag driver map actually main flaw order page specifically random pop remind check order confirm problem pop pop instead make random well make pop voucher apply,User Experience,Negative,0.9975689053535461
0,0.427,"good, app, service, great, gojek, use, easy, well, help, helpful","['price', 'keep', 'go', 'exact', 'location', 'improvement']",price keep go exact location improvement,User Experience,Positive,0.7597727179527283
0,0.44,"good, app, service, great, gojek, use, easy, well, help, helpful","['new', 'interface', 'worst', 'intuitive', 'user', 'click', 'several', 'time', 'payment', 'mode', 'everytime', 'choose', 'mode', 'use', 'update', 'everytime', 'random', 'payment', 'mode', 'shift', 'cash', 'app', 'much', 'slow']",new interface worst intuitive user click several time payment mode everytime choose mode use update everytime random payment mode shift cash app much slow,User Experience,Negative,0.9996329545974731
2,0.627,"gopay, crash, keep, top, update, work, still, account, close, fix","['receive', 'unusual', 'device', 'setup', 'error', 'clear', 'cache', 'happen', 'send', 'complaint', 'ticket', 'tell', 'use', 'device', 'explanation', 'sure', 'let', 'buy', 'phone', 'app', 'sake', 'kid', 'closed', 'ticket', 'explanation', 'violation', 'phone', 'properly', 'report', 'custom', 'successful', 'transaction', 'still', 'gopay', 'account', 'least', 'give', 'proper', 'explanation']",receive unusual device setup error clear cache happen send complaint ticket tell use device explanation sure let buy phone app sake kid closed ticket explanation violation phone properly report custom successful transaction still gopay account least give proper explanation,Payment,Negative,0.9985201954841614
2,0.465,"gopay, crash, keep, top, update, work, still, account, close, fix","['overall', 'great', 'app', 'well', 'notification', 'sound', 'change', 'user', 'default', 'notification', 'sound', 'app', 'bit', 'annoy', 'shocking', 'hope', 'user', 'change', 'default', 'system', 'sound', 'thank', 'update', 'dev', 'team']",overall great app well notification sound change user default notification sound app bit annoy shocking hope user change default system sound thank update dev team,Payment,Positive,0.9942565560340881
1,0.729,"driver, get, order, bad, time, customer, always, cancel, star, find","['accurate', 'driver', 'waste', 'time', 'originally', 'minute', 'away', 'wait', 'minute', 'driver', 'say', 'still', 'minute', 'away', 'decide', 'cancel', 'take', 'bus', 'get', 'driver', 'minute', 'use', 'app', 'sit', 'wait', 'driver', 'use', 'app', 'late', 'need', 'fast', 'ride', 'ridiculous', 'fix', 'map', 'issue', 'make', 'sure', 'driver', 'decide']",accurate driver waste time originally minute away wait minute driver say still minute away decide cancel take bus get driver minute use app sit wait driver use app late need fast ride ridiculous fix map issue make sure driver decide,Service,Negative,0.9949774146080017
0,0.395,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'app', 'couple', 'month', 'almost', 'year', 'really', 'nice', 'platform', 'fee', 'driver', 'fee', 'problem', 'app', 'always', 'slow', 'sometimes', 'crash', 'kick', 'annoying', 'always', 'say', 'connected', 'internet', 'wifi', 'bad', 'overall', 'decent', 'app', 'order', 'food', 'slow', 'lag', 'phone', 'internet', 'connection', 'great', 'app']",use app couple month almost year really nice platform fee driver fee problem app always slow sometimes crash kick annoying always say connected internet wifi bad overall decent app order food slow lag phone internet connection great app,User Experience,Negative,0.9963647723197937
2,0.693,"gopay, crash, keep, top, update, work, still, account, close, fix","['sere', 'force', 'close', 'respond', 'android', 'ui']",sere force close respond android ui,Payment,Negative,0.8641387820243835
1,0.623,"driver, get, order, bad, time, customer, always, cancel, star, find","['far', 'good', 'sometimes', 'little', 'buggy', 'especially', 'connection', 'lagging', 'nice', 'driver', 'contact', 'option', 'offer', 'find', 'new', 'driver', 'cancel', 'order', 'last', 'time', 'happen', 'order', 'cancel', 'instead', 'confirm', 'customer']",far good sometimes little buggy especially connection lagging nice driver contact option offer find new driver cancel order last time happen order cancel instead confirm customer,Service,Negative,0.8576794266700745
2,0.418,"gopay, crash, keep, top, update, work, still, account, close, fix","['able', 'change', 'personal', 'detail', 'able', 'close', 'account', 'nochance', 'get', 'support', 'gojek', 'totally', 'useless']",able change personal detail able close account nochance get support gojek totally useless,Payment,Negative,0.9990453124046326
2,0.36,"gopay, crash, keep, top, update, work, still, account, close, fix","['look', 'app', 'app', 'outrageous', 'cost', 'km', 'journey', 'cost', 'passenger', 'goride', 'get', 'place', 'distance', 'km', 'use', 'transportation', 'method', 'low', 'cost', 'cheap', 'transportation', 'cost', 'save', 'travel', 'cost', 'last', 'thing', 'want', 'say', 'number', 'mask', 'technology', 'application', 'often', 'create', 'contact', 'detail', 'name', 'profile', 'picture', 'gojek', 'logo', 'even', 'box', 'detail', 'name', 'profile', 'picture', 'say', 'application', 'often', 'create', 'junk', 'contact', 'routinely', 'delete', 'contact', 'clean', 'contact', 'name', 'detail', 'profile', 'picture']",look app app outrageous cost km journey cost passenger goride get place distance km use transportation method low cost cheap transportation cost save travel cost last thing want say number mask technology application often create contact detail name profile picture gojek logo even box detail name profile picture say application often create junk contact routinely delete contact clean contact name detail profile picture,Payment,Negative,0.9985673427581787
1,0.492,"driver, get, order, bad, time, customer, always, cancel, star, find","['horribletake', 'advantage', 'situationscharge', 'time', 'fare', 'rain', 'people', 'need', 'ignorednormal', 'taxi', 'cheap']",horribletake advantage situationscharge time fare rain people need ignorednormal taxi cheap,Service,Negative,0.9954525828361511
2,0.472,"gopay, crash, keep, top, update, work, still, account, close, fix","['new', 'ui', 'good', 'old', 'ui', 'well', 'easy', 'use', 'remember', 'learn', 'process', 'bad', 'part', 'even', 'know', 'old', 'stuff', 'new', 'order', 'usually', 'home', 'need', 'open', 'profile', 'first', 'give', 'tip', 'review', 'driver', 'roll', 'back', 'old', 'ui', 'slowly', 'integrate', 'new', 'hint', 'new']",new ui good old ui well easy use remember learn process bad part even know old stuff new order usually home need open profile first give tip review driver roll back old ui slowly integrate new hint new,Payment,Negative,0.9615358710289001
2,0.378,"gopay, crash, keep, top, update, work, still, account, close, fix","['fix', 'server', 'get', 'everytime', 'want', 'use']",fix server get everytime want use,Payment,Negative,0.9969595670700073
2,0.537,"gopay, crash, keep, top, update, work, still, account, close, fix","['game', 'always', 'load', 'suck', 'make', 'phone', 'memory', 'heavy', 'transportation', 'shipping', 'food', 'make', 'ui', 'simple', 'possible', 'app', 'work', 'properly', 'smoother', 'notification', 'driver', 'arrival', 'nice', 'instead', 'add', 'useless', 'game', 'maybe', 'ill', 'update', 'review', 'star', 'guy', 'remove', 'game']",game always load suck make phone memory heavy transportation shipping food make ui simple possible app work properly smoother notification driver arrival nice instead add useless game maybe ill update review star guy remove game,Payment,Negative,0.9996345043182373
1,0.67,"driver, get, order, bad, time, customer, always, cancel, star, find","['lousy', 'gojek', 'app', 'make', 'booking', 'go', 'however', 'driver', 'seem', 'move', 'pick', 'location', 'call', 'driver', 'say', 'go', 'dinner', 'cancel', 'charge', 'cancellation', 'fee', 'even', 'fault', 'lousy', 'app', 'take', 'book', 'customer', 'service', 'number', 'call', 'message', 'platform', 'see', 'app']",lousy gojek app make booking go however driver seem move pick location call driver say go dinner cancel charge cancellation fee even fault lousy app take book customer service number call message platform see app,Service,Negative,0.9988359808921814
2,0.644,"gopay, crash, keep, top, update, work, still, account, close, fix","['new', 'update', 'open', 'keep', 'crash', 'plea', 'fix', 'fast']",new update open keep crash plea fix fast,Payment,Negative,0.8714360594749451
2,0.481,"gopay, crash, keep, top, update, work, still, account, close, fix","['dev', 'shoot', 'head', 'much', 'crash', 'app', 'enjoy', 'salary', 'keep', 'suck']",dev shoot head much crash app enjoy salary keep suck,Payment,Negative,0.9940882921218872
1,0.636,"driver, get, order, bad, time, customer, always, cancel, star, find","['business', 'practice', 'scam', 'beware', 'book', 'tooltip', 'say', 'receive', 'voucher', 'ride', 'come', 'pm', 'however', 'pm', 'driver', 'still', 'distance', 'away', 'cancel', 'app', 'start', 'find', 'new', 'driver', 'nice', 'stop', 'search', 'say', 'driver', 'find', 'seem', 'scam', 'build', 'system', 'cancel', 'ride', 'come', 'late', 'issue', 'voucher']",business practice scam beware book tooltip say receive voucher ride come pm however pm driver still distance away cancel app start find new driver nice stop search say driver find seem scam build system cancel ride come late issue voucher,Service,Negative,0.9983319640159607
1,0.505,"driver, get, order, bad, time, customer, always, cancel, star, find","['bad', 'delivery', 'food', 'app', 'ever', 'see', 'time', 'use', 'find', 'food', 'hard', 'find', 'diver', 'always', 'reorder', 'work', 'always', 'say', 'driver', 'busy', 'always', 'use', 'get', 'app', 'suggestion', 'use', 'grab', 'line', 'man', 'well', 'grab', 'lot', 'coupon', 'line', 'man', 'km', 'free', 'discount']",bad delivery food app ever see time use find food hard find diver always reorder work always say driver busy always use get app suggestion use grab line man well grab lot coupon line man km free discount,Service,Negative,0.9986439347267151
0,0.56,"good, app, service, great, gojek, use, easy, well, help, helpful","['fact', 'ride', 'price', 'competitive', 'offer', 'value', 'money', 'expensive', 'time']",fact ride price competitive offer value money expensive time,User Experience,Positive,0.8324781060218811
1,0.764,"driver, get, order, bad, time, customer, always, cancel, star, find","['always', 'always', 'driver', 'correct', 'point', 'eventhough', 'carefully', 'check', 'point', 'crosscheck', 'driver', 'say', 'app', 'show', 'point', 'away', 'point', 'ask', 'complain', 'email', 'comment', 'section', 'enough', 'besar']",always always driver correct point eventhough carefully check point crosscheck driver say app show point away point ask complain email comment section enough besar,Service,Negative,0.9686405062675476
1,0.777,"driver, get, order, bad, time, customer, always, cancel, star, find","['driver', 'gocar', 'unreliable', 'gojek', 'way', 'contact', 'customer', 'service', 'direct', 'complain', 'first', 'driver', 'cancel', 'driver', 'go', 'lunch', 'wait', 'grant', 'arrive', 'stipulated', 'time', 'cancel', 'find', 'driver', 'solve', 'take', 'gojek', 'anymore']",driver gocar unreliable gojek way contact customer service direct complain first driver cancel driver go lunch wait grant arrive stipulated time cancel find driver solve take gojek anymore,Service,Negative,0.9909160733222961
0,0.717,"good, app, service, great, gojek, use, easy, well, help, helpful","['useful', 'app', 'fulfill', 'daily', 'need', 'clean', 'easy', 'search', 'ux', 'fast', 'responsive', 'good', 'app']",useful app fulfill daily need clean easy search ux fast responsive good app,User Experience,Positive,0.9919415712356567
