Dominant_topic,Perc_Contrib,Topic_Keywords,Data_Lemmatized,Content,Aspect,Sentiment,Score
0,0.598,"good, app, service, great, gojek, use, easy, well, help, helpful","['get', 'downgrade', 'manage', 'maintain', 'year', 'get', 'downgrade', 'happen', 'gojek']",get downgrade manage maintain year get downgrade happen gojek,User Experience,Positive,0.0
0,0.673,"good, app, service, great, gojek, use, easy, well, help, helpful",['app'],app,User Experience,Positive,0.0
1,0.662,"driver, get, order, bad, time, customer, always, cancel, star, find","['different', 'price', 'even', 'pick', 'location', 'destination', 'location', 'friend', 'order', 'car', 'different', 'price', 'significant', 'bad']",different price even pick location destination location friend order car different price significant bad,Service,Negative,-0.08124999999999996
0,0.511,"good, app, service, great, gojek, use, easy, well, help, helpful","['filter', 'option', 'gofood', 'really', 'useful', 'filter', 'western', 'food', 'last', 'search', 'show', 'relevant', 'search', 'show', 'use']",filter option gofood really useful filter western food last search show relevant search show use,User Experience,Positive,0.175
1,0.748,"driver, get, order, bad, time, customer, always, cancel, star, find","['bad', 'service', 'driver', 'experience', 'software', 'also', 'show', 'min', 'car', 'reach', 'min', 'cancel', 'deduct', 'dollar', 'book', 'busy', 'area', 'driver', 'cancel', 'later', 'wait', 'min']",bad service driver experience software also show min car reach min cancel deduct dollar book busy area driver cancel later wait min,Service,Negative,-0.19999999999999996
0,0.742,"good, app, service, great, gojek, use, easy, well, help, helpful","['amazing', 'service', 'functionality', 'app', 'work', 'extremely', 'well', 'thank', 'use', 'map', 'grab', 'use', 'useless', 'map', 'service']",amazing service functionality app work extremely well thank use map grab use useless map service,User Experience,Negative,-0.008333333333333304
0,0.468,"good, app, service, great, gojek, use, easy, well, help, helpful","['design', 'good', 'easy', 'use', 'pls', 'fix', 'voucher', 'payment', 'method', 'super', 'buggy', 'fix', 'period', 'time']",design good easy use pls fix voucher payment method super buggy fix period time,User Experience,Positive,0.4888888888888889
1,0.513,"driver, get, order, bad, time, customer, always, cancel, star, find","['easy', 'use', 'thing', 'enough', 'phv', 'driver', 'take', 'booking', 'especially', 'morning', 'morning', 'public', 'holiday', 'morning']",easy use thing enough phv driver take booking especially morning morning public holiday morning,Service,Positive,0.10833333333333334
0,0.542,"good, app, service, great, gojek, use, easy, well, help, helpful","['think', 'paylater', 'option', 'deliberately', 'misuse', 'put', 'automatic', 'payment', 'option', 'get', 'subscription', 'renewal', 'notification', 'pay', 'extra', 'fee', 'good', 'gojek']",think paylater option deliberately misuse put automatic payment option get subscription renewal notification pay extra fee good gojek,User Experience,Positive,0.35
2,0.458,"gopay, crash, keep, top, update, work, still, account, close, fix","['manage', 'get', 'ride', 'show', 'server', 'error', 'know', 'car', 'number', 'currently', 'even', 'load', 'page', 'screenshot', 'picture', 'show', 'server', 'busy', 'evidence', 'well']",manage get ride show server error know car number currently even load page screenshot picture show server busy evidence well,Payment,Positive,0.05
1,0.676,"driver, get, order, bad, time, customer, always, cancel, star, find","['let', 'know', 'pin', 'point', 'map', 'suck', 'driver', 'keep', 'get', 'lose', 'confused', 'even', 'map', 'deliver', 'food', 'pick', 'user', 'always', 'get', 'bad', 'route', 'gocar', 'driver', 'mostly', 'arrogant', 'ignore', 'passenger', 'want', 'pick', 'order', 'cause', 'user', 'late', 'fe', 'surge', 'fare', 'price', 'difference', 'device', 'account', 'stupid']",let know pin point map suck driver keep get lose confused even map deliver food pick user always get bad route gocar driver mostly arrogant ignore passenger want pick order cause user late fe surge fare price difference device account stupid,Service,Negative,-0.33999999999999997
0,0.658,"good, app, service, great, gojek, use, easy, well, help, helpful","['make', 'food', 'item', 'expensive', 'surcharge', 'food', 'item', 'platform', 'fee', 'charge', 'idea', 'add', 'operational', 'fee', 'electrical', 'fee', 'capital', 'fee', 'innovation', 'fee']",make food item expensive surcharge food item platform fee charge idea add operational fee electrical fee capital fee innovation fee,User Experience,Negative,-0.5
0,0.501,"good, app, service, great, gojek, use, easy, well, help, helpful","['pay', 'nornal', 'delivery', 'charge', 'provide', 'mode', 'hemat', 'service', 'gofood', 'driver', 'deliver', 'address', 'first', 'food', 'deliver', 'directly', 'pick', 'charge', 'normal', 'price', 'delivery', 'service']",pay nornal delivery charge provide mode hemat service gofood driver deliver address first food deliver directly pick charge normal price delivery service,User Experience,Positive,0.16666666666666666
1,0.649,"driver, get, order, bad, time, customer, always, cancel, star, find","['think', 'problem', 'get', 'correct', 'pick', 'point', 'always', 'show', 'retry', 'pick', 'point', 'use', 'map', 'pick', 'still', 'problem']",think problem get correct pick point always show retry pick point use map pick still problem,Service,Positive,0.0
2,0.654,"gopay, crash, keep, top, update, work, still, account, close, fix","['keep', 'tell', 'offline', 'try', 'add', 'card', 'payment', 'method', 'succed', 'keep', 'tell', 'card', 'block', 'bank']",keep tell offline try add card payment method succed keep tell card block bank,Payment,Positive,0.0
0,0.801,"good, app, service, great, gojek, use, easy, well, help, helpful","['easy', 'use', 'price', 'get', 'high', 'day', 'day', 'compare', 'food', 'transportation', 'app']",easy use price get high day day compare food transportation app,User Experience,Positive,0.2966666666666667
1,0.523,"driver, get, order, bad, time, customer, always, cancel, star, find","['time', 'complain', 'gomart', 'partner', 'give', 'expire', 'beverage', 'item', 'price', 'instead', 'offer', 'item', 'replace', 'refund', 'give', 'voucher', 'idr', 'ticket', 'close', 'immediately', 'give', 'solution', 'scam']",time complain gomart partner give expire beverage item price instead offer item replace refund give voucher idr ticket close immediately give solution scam,Service,Positive,0.0
1,0.619,"driver, get, order, bad, time, customer, always, cancel, star, find","['order', 'food', 'food', 'deliver', 'report', 'driver', 'mechanism', 'confuse', 'ended', 'solution', 'disappoint']",order food food deliver report driver mechanism confuse ended solution disappoint,Service,Positive,0.0
0,0.682,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'cheap', 'competitive', 'last', 'update', 'get', 'expensive', 'grab', 'food', 'platform', 'fee', 'lmao']",use cheap competitive last update get expensive grab food platform fee lmao,User Experience,Positive,0.125
1,0.597,"driver, get, order, bad, time, customer, always, cancel, star, find","['put', 'map', 'back', 'order', 'see', 'distance', 'gojek', 'driver', 'location', 'replace', 'useless', 'photo', 'animation', 'massive', 'mistake']",put map back order see distance gojek driver location replace useless photo animation massive mistake,Service,Negative,-0.16666666666666666
2,0.446,"gopay, crash, keep, top, update, work, still, account, close, fix","['still', 'never', 'change', 'always', 'need', 'update', 'necessary', 'need', 'change', 'update', 'also', 'matter', 'well', 'update', 'cause', 'make', 'memory', 'full', 'slow', 'process']",still never change always need update necessary need change update also matter well update cause make memory full slow process,Payment,Positive,0.016666666666666646
0,0.667,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'service', 'food', 'delivery', 'easy', 'use', 'driver', 'message', 'translate', 'easy', 'communication', 'use', 'time', 'recommend', 'app']",good service food delivery easy use driver message translate easy communication use time recommend app,User Experience,Positive,0.5222222222222223
2,0.481,"gopay, crash, keep, top, update, work, still, account, close, fix","['previous', 'review', 'get', 'delete', 'remove', 'background', 'download', 'keep', 'download', 'everytime', 'open', 'app', 'drain', 'customer', 'datum', 'plan', 'slow', 'app']",previous review get delete remove background download keep download everytime open app drain customer datum plan slow app,Payment,Negative,-0.15555555555555556
2,0.488,"gopay, crash, keep, top, update, work, still, account, close, fix","['fix', 'crash', 'always', 'try', 'order', 'food', 'galaxy', 'ultra']",fix crash always try order food galaxy ultra,Payment,Positive,0.0
2,0.461,"gopay, crash, keep, top, update, work, still, account, close, fix","['help', 'fix', 'app', 'especially', 'use', 'device', 'ridiculously', 'start', 'click', 'food', 'menu', 'pop', 'message', 'enable', 'location', 'service', 'always', 'appear', 'get', 'force', 'close']",help fix app especially use device ridiculously start click food menu pop message enable location service always appear get force close,Payment,Negative,-0.16666666666666666
1,0.696,"driver, get, order, bad, time, customer, always, cancel, star, find","['gap', 'fraud', 'application', 'choose', 'good', 'route', 'want', 'driver', 'ask', 'change', 'route', 'already', 'vehicle', 'aps', 'charge', 'driver', 'take', 'make', 'cancel', 'order', 'smart', 'route', 'application', 'choose']",gap fraud application choose good route want driver ask change route already vehicle aps charge driver take make cancel order smart route application choose,Service,Positive,0.45714285714285713
1,0.85,"driver, get, order, bad, time, customer, always, cancel, star, find","['get', 'order', 'food', 'dinner', 'driver', 'tell', 'line', 'long', 'say', 'want', 'cancel', 'ask', 'driver', 'cancel', 'allow', 'order', 'cancelation', 'driver', 'tell', 'wait', 'minute', 'turn', 'make', 'gojek', 'app', 'search', 'driver', 'order', 'still', 'proceed', 'driver', 'basically', 'lie', 'get', 'order', 'end', 'order', 'gofood']",get order food dinner driver tell line long say want cancel ask driver cancel allow order cancelation driver tell wait minute turn make gojek app search driver order still proceed driver basically lie get order end order gofood,Service,Negative,-0.05
0,0.786,"good, app, service, great, gojek, use, easy, well, help, helpful","['great', 'gofood', 'nowadays', 'promos', 'quite', 'low', 'combine', 'other', 'able', 'combine', 'dish', 'promo', 'voucher', 'promo', 'treasure', 'sub', 'guy', 'make', 'well', 'value', 'voucher', 'promo', 'right', 'gofood', 'voucher', 'sub', 'treasure', 'pointless']",great gofood nowadays promos quite low combine other able combine dish promo voucher promo treasure sub guy make well value voucher promo right gofood voucher sub treasure pointless,User Experience,Positive,0.20178571428571432
1,0.812,"driver, get, order, bad, time, customer, always, cancel, star, find","['take', 'money', 'cancel', 'order', 'cause', 'driver', 'accept', 'order', 'even', 'find', 'driver', 'yet', 'wait', 'long', 'get', 'driver', 'even', 'many', 'unpolite', 'car', 'driver', 'smell', 'car', 'dirty', 'car', 'turn', 'music', 'loud', 'unfriendly', 'gocar', 'app', 'ur', 'good', 'app', 'tht', 'many', 'driver', 'even', 'accept', 'order', 'wait', 'cancel', 'disappoint', 'use', 'app', 'long']",take money cancel order cause driver accept order even find driver yet wait long get driver even many unpolite car driver smell car dirty car turn music loud unfriendly gocar app ur good app tht many driver even accept order wait cancel disappoint use app long,Service,Positive,0.1571428571428571
0,0.668,"good, app, service, great, gojek, use, easy, well, help, helpful","['swear', 'horrible', 'gojek', 'use', 'app', 'year', 'change', 'gofood', 'use', 'platform', 'fee', 'expensive', 'use', 'goride', 'gocar', 'promo', 'disappointingit', 'well', 'use', 'side', 'app', 'always', 'promo']",swear horrible gojek use app year change gofood use platform fee expensive use goride gocar promo disappointingit well use side app always promo,User Experience,Negative,-0.75
0,0.401,"good, app, service, great, gojek, use, easy, well, help, helpful","['everytime', 'switch', 'app', 'open', 'gojek', 'blank', 'bit', 'annoying', 'especially', 'middle', 'order']",everytime switch app open gojek blank bit annoying especially middle order,User Experience,Negative,-0.2
1,0.641,"driver, get, order, bad, time, customer, always, cancel, star, find","['useless', 'customer', 'service', 'waiting', 'time', 'never', 'accurate', 'easily', 'multiply', 'driver', 'always', 'cancel', 'last', 'minute', 'wait', 'min', 'complain', 'many', 'time', 'client', 'service', 'never', 'give', 'compensation', 'still', 'charge', 'min', 'late', 'customer', 'service', 'always', 'reply', 'automatic', 'answer', 'claim', 'user', 'experience', 'goal', 'sometimes', 'price', 'way', 'competitor', 'fake', 'discount', 'voucher', 'align', 'price', 'stop', 'use', 'app']",useless customer service waiting time never accurate easily multiply driver always cancel last minute wait min complain many time client service never give compensation still charge min late customer service always reply automatic answer claim user experience goal sometimes price way competitor fake discount voucher align price stop use app,Service,Negative,-0.14285714285714285
1,0.685,"driver, get, order, bad, time, customer, always, cancel, star, find","['great', 'driver', 'know', 'suppose', 'start', 'meter', 'fare', 'estimate', 'also', 'way', 'enjoy', 'first', 'ride', 'discount', 'tell', 'full', 'fare', 'charge', 'card', 'unable', 'give', 'receipt', 'end', 'ride', 'also', 'know', 'get', 'mrt', 'taxi', 'stand', 'give', 'instruction', 'way', 'contact', 'driver', 'really', 'leave', 'personal', 'belong', 'back', 'seat']",great driver know suppose start meter fare estimate also way enjoy first ride discount tell full fare charge card unable give receipt end ride also know get mrt taxi stand give instruction way contact driver really leave personal belong back seat,Service,Positive,0.18750000000000003
1,0.421,"driver, get, order, bad, time, customer, always, cancel, star, find","['new', 'problem', 'day', 'app', 'crash', 'get', 'message', 'say', 'go', 'wrong', 'book', 'ride', 'whole', 'day', 'developer', 'fix', 'terrible']",new problem day app crash get message say go wrong book ride whole day developer fix terrible,Service,Negative,-0.2909090909090909
1,0.539,"driver, get, order, bad, time, customer, always, cancel, star, find","['car', 'motorcycle', 'taxi', 'service', 'use', 'bali', 'always', 'get', 'time', 'safely']",car motorcycle taxi service use bali always get time safely,Service,Positive,0.5
1,0.635,"driver, get, order, bad, time, customer, always, cancel, star, find","['feature', 'make', 'sure', 'order', 'correct', 'often', 'accidentally', 'press', 'order', 'button', 'directly', 'food', 'order', 'especially', 'use', 'gofood']",feature make sure order correct often accidentally press order button directly food order especially use gofood,Service,Positive,0.19999999999999998
1,0.429,"driver, get, order, bad, time, customer, always, cancel, star, find","['get', 'wrong', 'love', 'app', 'much', 'lately', 'sluggish', 'especially', 'boot', 'fix', 'app', 'performance', 'ill', 'get', 'back', 'star']",get wrong love app much lately sluggish especially boot fix app performance ill get back star,Service,Negative,-0.13333333333333333
1,0.724,"driver, get, order, bad, time, customer, always, cancel, star, find","['many', 'problem', 'driver', 'availability', 'certain', 'hour', 'hour', 'get', 'driver', 'less', 'minute', 'time', 'repeat', 'order', 'time', 'still', 'driver', 'also', 'return', 'make', 'letgo', 'ribu', 'big', 'tip', 'good', 'attitude', 'least', 'country', 'man']",many problem driver availability certain hour hour get driver less minute time repeat order time still driver also return make letgo ribu big tip good attitude least country man,Service,Positive,0.15793650793650793
2,0.497,"gopay, crash, keep, top, update, work, still, account, close, fix","['break', 'sometimes', 'stick', 'order', 'fix', 'soon', 'emosi']",break sometimes stick order fix soon emosi,Payment,Positive,0.0
1,0.658,"driver, get, order, bad, time, customer, always, cancel, star, find","['never', 'good', 'experience', 'order', 'car', 'pm', 'say', 'car', 'min', 'min', 'later', 'say', 'minute', 'mess', 'never']",never good experience order car pm say car min min later say minute mess never,Service,Negative,-0.17499999999999996
2,0.55,"gopay, crash, keep, top, update, work, still, account, close, fix","['change', 'phone', 'number', 'change', 'number', 'gojek', 'number', 'already', 'register', 'account', 'contact', 'support', 'reply', 'change', 'different', 'number', 'number', 'already', 'use', 'use', 'number', 'disappoint', 'customer', 'service']",change phone number change number gojek number already register account contact support reply change different number number already use use number disappoint customer service,Payment,Positive,0.0
1,0.701,"driver, get, order, bad, time, customer, always, cancel, star, find","['customer', 'service', 'terrible', 'also', 'driver', 'cancel', 'halfway', 'fulfil', 'order', 'leave', 'wait', 'driver', 'late', 'delivery', 'cold', 'food', 'driver', 'available', 'often', 'reliable', 'service']",customer service terrible also driver cancel halfway fulfil order leave wait driver late delivery cold food driver available often reliable service,Service,Negative,-0.375
0,0.771,"good, app, service, great, gojek, use, easy, well, help, helpful","['main', 'app', 'use', 'daily', 'need']",main app use daily need,User Experience,Positive,0.08333333333333333
1,0.571,"driver, get, order, bad, time, customer, always, cancel, star, find","['customer', 'service', 'useless', 'never', 'help', 'solve', 'issue', 'take', 'call', 'ask', 'hold', 'disconnect', 'call', 'idea', 'help', 'customer', 'happen', 'time']",customer service useless never help solve issue take call ask hold disconnect call idea help customer happen time,Service,Negative,-0.5
2,0.471,"gopay, crash, keep, top, update, work, still, account, close, fix","['keep', 'crash']",keep crash,Payment,Positive,0.0
0,0.6,"good, app, service, great, gojek, use, easy, well, help, helpful","['helpful', 'still', 'price', 'little', 'bit', 'expensive', 'reality', 'effect', 'app', 'service', 'cause', 'praice', 'appraisal', 'low', 'market', 'economy', 'use', 'app', 'ride', 'themselve', 'instead', 'get', 'food']",helpful still price little bit expensive reality effect app service cause praice appraisal low market economy use app ride themselve instead get food,User Experience,Negative,-0.22916666666666666
1,0.781,"driver, get, order, bad, time, customer, always, cancel, star, find","['location', 'service', 'haywire', 'driver', 'arrival', 'time', 'inform', 'get', 'cancel', 'get', 'charge', 'buck', 'form', 'extension', 'rush']",location service haywire driver arrival time inform get cancel get charge buck form extension rush,Service,Positive,0.0
0,0.382,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'gojek', 'long', 'time', 'lately', 'app', 'work', 'well', 'especially', 'able', 'use', 'gofood', 'couple', 'week', 'try', 'reinstall', 'etcetcetc', 'work']",use gojek long time lately app work well especially able use gofood couple week try reinstall etcetcetc work,User Experience,Positive,0.21666666666666667
2,0.548,"gopay, crash, keep, top, update, work, still, account, close, fix","['convenient', 'tapi', 'masih', 'sering', 'pls', 'fix']",convenient tapi masih sering pls fix,Payment,Positive,0.0
1,0.456,"driver, get, order, bad, time, customer, always, cancel, star, find","['look', 'never', 'fail', 'good', 'experience', 'service', 'year', 'try', 'figure', 'cs', 'contact', 'app', 'abunch', 'instruction', 'make', 'cust', 'tired', 'read', 'get', 'cs', 'number', 'human', 'response', 'jst', 'record', 'voice', 'response', 'fix', 'customer', 'care']",look never fail good experience service year try figure cs contact app abunch instruction make cust tired read get cs number human response jst record voice response fix customer care,Service,Positive,0.13749999999999998
1,0.839,"driver, get, order, bad, time, customer, always, cancel, star, find","['pinpoint', 'exact', 'pick', 'location', 'usually', 'inaccurate', 'driver', 'end', 'wait', 'go', 'wrong', 'place', 'pick']",pinpoint exact pick location usually inaccurate driver end wait go wrong place pick,Service,Negative,-0.16666666666666666
1,0.495,"driver, get, order, bad, time, customer, always, cancel, star, find","['useless', 'customer', 'service', 'world', 'week', 'gofood', 'promo', 'voucher', 'discount', 'even', 'single', 'week', 'call', 'problem', 'know', 'answer', 'system', 'decide', 'promo', 'get', 'know', 'call', 'cs', 'week', 'promos', 'system', 'hate', 'week', 'answer', 'even', 'explain', 'system', 'smh', 'screw', 'gofood', 'move', 'grab', 'shopee', 'food', 'good', 'riddance']",useless customer service world week gofood promo voucher discount even single week call problem know answer system decide promo get know call cs week promos system hate week answer even explain system smh screw gofood move grab shopee food good riddance,Service,Negative,-0.16785714285714287
0,0.465,"good, app, service, great, gojek, use, easy, well, help, helpful","['appreciate', 'hard', 'work', 'devop', 'team', 'create', 'app', 'do', 'far', 'pick', 'up', 'make', 'passenger', 'wait', 'really', 'long', 'time', 'really', 'consider', 'attract', 'driver', 'really', 'good', 'even', 'great', 'app']",appreciate hard work devop team create app do far pick up make passenger wait really long time really consider attract driver really good even great app,User Experience,Positive,0.24305555555555555
0,0.67,"good, app, service, great, gojek, use, easy, well, help, helpful","['work', 'well', 'lot', 'choice']",work well lot choice,User Experience,Positive,0.0
1,0.494,"driver, get, order, bad, time, customer, always, cancel, star, find","['customer', 'service', 'rude', 'giving', 'solution', 'basically', 'say', 'use', 'service', 'hurry', 'wait', 'hour']",customer service rude giving solution basically say use service hurry wait hour,Service,Negative,-0.3
1,0.56,"driver, get, order, bad, time, customer, always, cancel, star, find","['always', 'show', 'driver', 'come', 'app', 'get', 'disappear']",always show driver come app get disappear,Service,Positive,0.0
0,0.411,"good, app, service, great, gojek, use, easy, well, help, helpful","['get', 'new', 'device', 'app', 'access', 'location', 'already', 'enable', 'thing', 'happen', 'grab', 'however', 'well', 'guess', 'switch']",get new device app access location already enable thing happen grab however well guess switch,User Experience,Positive,0.13636363636363635
2,0.422,"gopay, crash, keep, top, update, work, still, account, close, fix","['send', 'money', 'account', 'number', 'ask', 'upgrade', 'pay', 'many', 'timesthough', 'hard', 'selfie', 'hold', 'card', 'still', 'many', 'many', 'time', 'work', 'fail', 'soooo', 'disappoint']",send money account number ask upgrade pay many timesthough hard selfie hold card still many many time work fail soooo disappoint,Payment,Positive,0.14166666666666666
0,0.565,"good, app, service, great, gojek, use, easy, well, help, helpful","['discount', 'less', 'waiting', 'time', 'try', 'company', 'service', 'turn', 'well', 'grab', 'continue', 'excellent', 'service', 'discount', 'family', 'member', 'use', 'gojek', 'transport', 'school', 'follow', 'doctor', 'appointment', 'book', 'time', 'day', 'thank', 'much', 'great', 'service', 'big', 'problem', 'trouble', 'last', 'minute', 'cancel', 'ride', 'sincerely', 'feel', 'grateful']",discount less waiting time try company service turn well grab continue excellent service discount family member use gojek transport school follow doctor appointment book time day thank much great service big problem trouble last minute cancel ride sincerely feel grateful,User Experience,Positive,0.2761904761904762
1,0.526,"driver, get, order, bad, time, customer, always, cancel, star, find","['lousy', 'confuse', 'app', 'honour', 'valid', 'voucher', 'book', 'terminal', 'charge', 'crazy']",lousy confuse app honour valid voucher book terminal charge crazy,Service,Negative,-0.55
1,0.608,"driver, get, order, bad, time, customer, always, cancel, star, find","['know', 'crash', 'middle', 'driver', 'route', 'userfriendly', 'cause', 'unnecessary', 'cancellation', 'stabilise']",know crash middle driver route userfriendly cause unnecessary cancellation stabilise,Service,Negative,-0.2
0,0.549,"good, app, service, great, gojek, use, easy, well, help, helpful","['service', 'good', 'butbug', 'bug', 'recently', 'app', 'really', 'hard', 'connect', 'upgrade']",service good butbug bug recently app really hard connect upgrade,User Experience,Positive,0.1361111111111111
0,0.703,"good, app, service, great, gojek, use, easy, well, help, helpful","['disappoint', 'travel', 'voucher', 'promos', 'provide', 'gojek', 'travel', 'voucher', 'promo', 'get', 'affordable', 'price', 'opinion', 'price', 'standard', 'even', 'well', 'promo', 'voucher', 'service', 'increase', 'especially', 'loyal', 'gojek', 'customer', 'day', 'always', 'use', 'service', 'gojek', 'application', 'far', 'gojek', 'driver', 'friendly', 'customer', 'thank', 'bad', 'driver']",disappoint travel voucher promos provide gojek travel voucher promo get affordable price opinion price standard even well promo voucher service increase especially loyal gojek customer day always use service gojek application far gojek driver friendly customer thank bad driver,User Experience,Positive,0.08833333333333335
0,0.528,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'still', 'complain', 'example', 'voucher', 'get', 'almost', 'discount', 'food', 'buy', 'voucher', 'advice', 'gojek', 'want', 'pay', 'attention', 'overseas', 'branch', 'call', 'wait', 'never', 'life', 'use', 'gojek', 'end', 'get', 'scamme', 'lol', 'usually', 'buy', 'game', 'voucher', 'gojek', 'pretty', 'much', 'say', 'overall', 'amazing', 'super', 'app', 'keep', 'hard', 'work']",good still complain example voucher get almost discount food buy voucher advice gojek want pay attention overseas branch call wait never life use gojek end get scamme lol usually buy game voucher gojek pretty much say overall amazing super app keep hard work,User Experience,Positive,0.19416666666666665
1,0.66,"driver, get, order, bad, time, customer, always, cancel, star, find","['track', 'location', 'well', 'poor', 'driver', 'take', 'long', 'route', 'fix', 'track', 'plsssss']",track location well poor driver take long route fix track plsssss,Service,Negative,-0.225
2,0.453,"gopay, crash, keep, top, update, work, still, account, close, fix","['help', 'lot', 'order', 'food', 'travel', 'suddenly', 'update', 'new', 'version', 'open', 'app', 'fix', 'issue']",help lot order food travel suddenly update new version open app fix issue,Payment,Positive,0.04545454545454545
2,0.41,"gopay, crash, keep, top, update, work, still, account, close, fix","['recent', 'update', 'gojek', 'assume', 'disable', 'always', 'location', 'access', 'allow', 'gojek', 'app', 'gosend', 'gofood', 'access', 'issue', 'fix', 'gofood', 'package', 'expire', 'next', 'week', 'thank']",recent update gojek assume disable always location access allow gojek app gosend gofood access issue fix gofood package expire next week thank,Payment,Positive,0.0
0,0.405,"good, app, service, great, gojek, use, easy, well, help, helpful","['app', 'get', 'heavy', 'update', 'especially', 'use', 'old', 'phone', 'reward', 'sultan', 'membership', 'also', 'decrease', 'day', 'even', 'reward', 'treasure', 'chest', 'get', 'useless', 'joke']",app get heavy update especially use old phone reward sultan membership also decrease day even reward treasure chest get useless joke,User Experience,Negative,-0.15
1,0.72,"driver, get, order, bad, time, customer, always, cancel, star, find","['charge', 'waiting', 'fee', 'even', 'fault', 'driver', 'arrive', 'wrong', 'location', 'contact', 'number', 'call', 'understand', 'leave', 'feedback', 'address', 'concern', 'app', 'morning', 'customer', 'service', 'suppose']",charge waiting fee even fault driver arrive wrong location contact number call understand leave feedback address concern app morning customer service suppose,Service,Negative,-0.5
0,0.378,"good, app, service, great, gojek, use, easy, well, help, helpful","['realize', 'people', 'want', 'show', 'transaction', 'history', 'know', 'want', 'expand', 'platform', 'option', 'receiver', 'private', 'transtaction', 'give', 'pretty', 'annoying', 'uncomfortable', 'share', 'transaction']",realize people want show transaction history know want expand platform option receiver private transtaction give pretty annoying uncomfortable share transaction,User Experience,Negative,-0.2625
2,0.515,"gopay, crash, keep, top, update, work, still, account, close, fix","['use', 'voucher', 'verification', 'try', 'create', 'account', 'know', 'work', 'still', 'figure', 'perfect', 'tell', 'haveuse', 'voucher', 'verification', 'say', 'version', 'activate', 'email', 'use', 'voucher']",use voucher verification try create account know work still figure perfect tell haveuse voucher verification say version activate email use voucher,Payment,Positive,1.0
2,0.575,"gopay, crash, keep, top, update, work, still, account, close, fix","['always', 'tell', 'check', 'connection', 'even', 'already', 'connect', 'wifi', 'stable', 'network', 'shame', 'need', 'reinstall', 'pathetic']",always tell check connection even already connect wifi stable network shame need reinstall pathetic,Payment,Negative,-1.0
1,0.595,"driver, get, order, bad, time, customer, always, cancel, star, find","['cancellation', 'process', 'overcomplicate', 'driver', 'restaurant', 'app', 'effort', 'find', 'driver']",cancellation process overcomplicate driver restaurant app effort find driver,Service,Positive,0.0
0,0.593,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'price', 'get', 'expensive', 'lately']",good price get expensive lately,User Experience,Negative,-0.03333333333333335
2,0.45,"gopay, crash, keep, top, update, work, still, account, close, fix","['always', 'crash', 'lag', 'everytime', 'use', 'app']",always crash lag everytime use app,Payment,Positive,0.0
1,0.395,"driver, get, order, bad, time, customer, always, cancel, star, find","['want', 'support', 'guy', 'however', 'skeevy', 'offer', 'voucher', 'new', 'user', 'complete', 'order', 'voucher', 'ever', 'appear', 'even', 'order', 'utterly', 'inedible', 'give', 'chocolate', 'inedible', 'brick', 'bite', 'order', 'contact', 'even', 'try', 'offer', 'measly', 'still', 'unseen', 'voucher', 'tell', 'sol']",want support guy however skeevy offer voucher new user complete order voucher ever appear even order utterly inedible give chocolate inedible brick bite order contact even try offer measly still unseen voucher tell sol,Service,Negative,-0.08257575757575761
2,0.387,"gopay, crash, keep, top, update, work, still, account, close, fix","['app', 'work', 'device', 'crash', 'switch', 'location', 'service', 'nice', 'device', 'open', 'app', 'turn', 'location', 'service', 'first']",app work device crash switch location service nice device open app turn location service first,Payment,Positive,0.2833333333333333
1,0.464,"driver, get, order, bad, time, customer, always, cancel, star, find","['sure', 'packaging', 'fee', 'charge', 'tenant', 'gofood', 'never', 'hear', 'restaurant', 'charge', 'packaging', 'make', 'lot', 'adjustment', 'price', 'make', 'expensive']",sure packaging fee charge tenant gofood never hear restaurant charge packaging make lot adjustment price make expensive,Service,Positive,0.0
1,0.408,"driver, get, order, bad, time, customer, always, cancel, star, find","['change', 'ui', 'far', 'often', 'old', 'people', 'parent', 'confuse', 'hard', 'time', 'locate', 'menus', 'update']",change ui far often old people parent confuse hard time locate menus update,Service,Negative,-0.030555555555555558
0,0.427,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'app', 'good', 'customer', 'service', 'sometimes', 'hard', 'delete', 'account', 'offer', 'ad', 'email', 'notification']",good app good customer service sometimes hard delete account offer ad email notification,User Experience,Positive,0.3694444444444444
0,0.563,"good, app, service, great, gojek, use, easy, well, help, helpful","['sure', 'happen', 'user', 'find', 'challenge', 'use', 'app', 'say', 'quite', 'lucky', 'bad', 'experience', 'love', 'order', 'food', 'family', 'anywhere', 'border', 'thank', 'gojek']",sure happen user find challenge use app say quite lucky bad experience love order food family anywhere border thank gojek,User Experience,Positive,0.15833333333333335
0,0.417,"good, app, service, great, gojek, use, easy, well, help, helpful","['late', 'seem', 'uncomfortablecomplicated', 'many', 'useless', 'banner', 'promo', 'stuff', 'bring', 'back', 'old']",late seem uncomfortablecomplicated many useless banner promo stuff bring back old,User Experience,Negative,-0.039999999999999994
